PDSS1	ABTB1
PDSS1	ACLY
PDSS1	ACYP2
PDSS1	AGO4
PDSS1	AHCYL2
PDSS1	AHNAK
PDSS1	AHSA1
PDSS1	AIFM1
PDSS1	AIMP2
PDSS1	AKAP9
PDSS1	ANKRA2
PDSS1	APOO
PDSS1	APPBP2
PDSS1	ARAP1
PDSS1	ASAH1
PDSS1	ATAD3A
PDSS1	ATG14
PDSS1	ATP5MC1
PDSS1	ATP6AP2
PDSS1	AUNIP
PDSS1	AURKA
PDSS1	AURKAIP1
PDSS1	AURKB
PDSS1	BBS2
PDSS1	BCAS3
PDSS1	BICRAL
PDSS1	BIRC5
PDSS1	BLM
PDSS1	BLMH
PDSS1	BOP1
PDSS1	BORA
PDSS1	BRCA2
PDSS1	BRIX1
PDSS1	BUB1
PDSS1	BUB1B
PDSS1	BUB3
PDSS1	BYSL
PDSS1	BZW2
PDSS1	C1orf112
PDSS1	C1QBP
PDSS1	C9orf40
PDSS1	CAD
PDSS1	CALCOCO1
PDSS1	CAMK1D
PDSS1	CARF
PDSS1	CBFA2T2
PDSS1	CBX7
PDSS1	CCDC86
PDSS1	CCDC92
PDSS1	CCNA2
PDSS1	CCNB1
PDSS1	CCNB2
PDSS1	CCNE1
PDSS1	CCNE2
PDSS1	CCNG2
PDSS1	CCT2
PDSS1	CCT3
PDSS1	CCT5
PDSS1	CCT7
PDSS1	CDC123
PDSS1	CDC20
PDSS1	CDC25A
PDSS1	CDC45
PDSS1	CDC6
PDSS1	CDC7
PDSS1	CDCA4
PDSS1	CDCA8
PDSS1	CDIPT
PDSS1	CDK1
PDSS1	CDK19
PDSS1	CDK2
PDSS1	CDKN1B
PDSS1	CDKN1C
PDSS1	CENPM
PDSS1	CENPN
PDSS1	CENPQ
PDSS1	CENPS
PDSS1	CEP76
PDSS1	CEP83
PDSS1	CHAC2
PDSS1	CHAF1A
PDSS1	CHAF1B
PDSS1	CHD2
PDSS1	CHEK1
PDSS1	CHRNA5
PDSS1	CIAPIN1
PDSS1	CKS2
PDSS1	CLPB
PDSS1	CNOT9
PDSS1	COA7
PDSS1	COPS3
PDSS1	COQ3
PDSS1	CPQ
PDSS1	CREBRF
PDSS1	CSAD
PDSS1	CSE1L
PDSS1	CSTF2
PDSS1	CTBS
PDSS1	CTDSP2
PDSS1	CTPS1
PDSS1	CTSF
PDSS1	CTSO
PDSS1	CYC1
PDSS1	DARS2
PDSS1	DCLRE1A
PDSS1	DCLRE1B
PDSS1	DCTPP1
PDSS1	DDX11
PDSS1	DDX39A
PDSS1	DEPDC1
PDSS1	DHRS3
PDSS1	DHX15
PDSS1	DHX9
PDSS1	DLAT
PDSS1	DLGAP5
PDSS1	DNA2
PDSS1	DNAAF5
PDSS1	DNASE2
PDSS1	DONSON
PDSS1	DSCC1
PDSS1	DTL
PDSS1	DTYMK
PDSS1	E2F8
PDSS1	EBNA1BP2
PDSS1	EIF2B3
PDSS1	EIF2S1
PDSS1	EIF3B
PDSS1	EIF4G1
PDSS1	ELF1
PDSS1	ELOC
PDSS1	ELOVL6
PDSS1	EMG1
PDSS1	ENO1
PDSS1	ERCC6L
PDSS1	ERMAP
PDSS1	ETF1
PDSS1	EXO1
PDSS1	EXOSC2
PDSS1	EZH1
PDSS1	EZH2
PDSS1	FAM102A
PDSS1	FAM172A
PDSS1	FAM8A1
PDSS1	FANCI
PDSS1	FARSA
PDSS1	FASTKD1
PDSS1	FASTKD3
PDSS1	FBXO5
PDSS1	FDPS
PDSS1	FEN1
PDSS1	FH
PDSS1	FKBP4
PDSS1	FOXO4
PDSS1	GABARAPL1
PDSS1	GART
PDSS1	GEMIN2
PDSS1	GEMIN6
PDSS1	GINS1
PDSS1	GINS2
PDSS1	GINS3
PDSS1	GINS4
PDSS1	GLMN
PDSS1	GMNN
PDSS1	GNL2
PDSS1	GNL3
PDSS1	GPATCH4
PDSS1	GRPEL1
PDSS1	GSN
PDSS1	H2AFX
PDSS1	H2AFZ
PDSS1	HAT1
PDSS1	HBP1
PDSS1	HBS1L
PDSS1	HDAC5
PDSS1	HECA
PDSS1	HELLS
PDSS1	HERPUD1
PDSS1	HEXA
PDSS1	HGSNAT
PDSS1	HJURP
PDSS1	HMBS
PDSS1	HMGB3
PDSS1	HMMR
PDSS1	HNRNPA2B1
PDSS1	HNRNPAB
PDSS1	HPRT1
PDSS1	HSP90AB1
PDSS1	HSPA14
PDSS1	ICMT
PDSS1	IDH3A
PDSS1	IDUA
PDSS1	ILF2
PDSS1	IMMT
PDSS1	IMP4
PDSS1	ING4
PDSS1	IPO9
PDSS1	JAK1
PDSS1	KDM1A
PDSS1	KIAA0355
PDSS1	KIAA0513
PDSS1	KIAA1109
PDSS1	KIDINS220
PDSS1	KIF14
PDSS1	KIF15
PDSS1	KIF18A
PDSS1	KIF18B
PDSS1	KIF23
PDSS1	KIF2C
PDSS1	KIF4A
PDSS1	KIFC1
PDSS1	KLHDC1
PDSS1	KLHDC2
PDSS1	KLHL36
PDSS1	KNTC1
PDSS1	LAMB2
PDSS1	LARS2
PDSS1	LCMT2
PDSS1	LMBRD1
PDSS1	LMNB1
PDSS1	LMNB2
PDSS1	LPP
PDSS1	LRP10
PDSS1	LRP8
PDSS1	LRR1
PDSS1	LRRC59
PDSS1	LSM2
PDSS1	LSM6
PDSS1	LYAR
PDSS1	LYRM4
PDSS1	LYRM9
PDSS1	MAD2L1
PDSS1	MAN2B2
PDSS1	MANBA
PDSS1	MAPK8IP3
PDSS1	MAPRE1
PDSS1	MARCH2
PDSS1	MARCH8
PDSS1	MARF1
PDSS1	MASTL
PDSS1	MBNL2
PDSS1	MCM10
PDSS1	MCM2
PDSS1	MCM3
PDSS1	MCMBP
PDSS1	MCTS1
PDSS1	ME2
PDSS1	METTL1
PDSS1	MIS18A
PDSS1	MKI67
PDSS1	MLH1
PDSS1	MOAP1
PDSS1	MPDU1
PDSS1	MPHOSPH6
PDSS1	MRPL11
PDSS1	MRPL13
PDSS1	MRPL15
PDSS1	MRPL17
PDSS1	MRPL3
PDSS1	MRPL39
PDSS1	MRPL42
PDSS1	MRPS12
PDSS1	MRPS16
PDSS1	MRPS34
PDSS1	MRTO4
PDSS1	MSH6
PDSS1	MTCH2
PDSS1	MTMR3
PDSS1	MXI1
PDSS1	MYLIP
PDSS1	NAA15
PDSS1	NAA35
PDSS1	NASP
PDSS1	NAT10
PDSS1	NBR1
PDSS1	NCAPG
PDSS1	NCAPG2
PDSS1	NCBP1
PDSS1	NCLN
PDSS1	NDC1
PDSS1	NETO2
PDSS1	NIP7
PDSS1	NISCH
PDSS1	NMRK1
PDSS1	NOL10
PDSS1	NOL7
PDSS1	NOLC1
PDSS1	NOP16
PDSS1	NSD2
PDSS1	NUDT15
PDSS1	NUP107
PDSS1	NUP155
PDSS1	NUP205
PDSS1	NUP37
PDSS1	NUP54
PDSS1	NUP93
PDSS1	OGA
PDSS1	ORC1
PDSS1	ORC6
PDSS1	PAICS
PDSS1	PARP1
PDSS1	PBK
PDSS1	PBLD
PDSS1	PBXIP1
PDSS1	PCMTD1
PDSS1	PCMTD2
PDSS1	PCNA
PDSS1	PDCD11
PDSS1	PDK2
PDSS1	PES1
PDSS1	PGAP3
PDSS1	PHB
PDSS1	PIK3IP1
PDSS1	PINK1
PDSS1	PJA2
PDSS1	PLEKHM1
PDSS1	PLK4
PDSS1	PNO1
PDSS1	POLA2
PDSS1	POLD2
PDSS1	POLD3
PDSS1	POLE2
PDSS1	POLR3G
PDSS1	POLR3K
PDSS1	POP1
PDSS1	PPIH
PDSS1	PPM1G
PDSS1	PRKAB2
PDSS1	PRMT1
PDSS1	PRMT5
PDSS1	PRPF4
PDSS1	PSMA3
PDSS1	PSMA5
PDSS1	PSMA7
PDSS1	PSMB3
PDSS1	PSMB5
PDSS1	PSMC3
PDSS1	PSMC4
PDSS1	PSMD1
PDSS1	PSMD11
PDSS1	PSMD13
PDSS1	PSMD14
PDSS1	PSME3
PDSS1	PSMG1
PDSS1	PTTG1
PDSS1	PUM3
PDSS1	PUS1
PDSS1	PWP1
PDSS1	R3HDM2
PDSS1	RAB33B
PDSS1	RABGAP1
PDSS1	RAD51
PDSS1	RAD54L
PDSS1	RANBP1
PDSS1	RANGAP1
PDSS1	RBBP8
PDSS1	RBL1
PDSS1	RBL2
PDSS1	RBM14
PDSS1	RCC1
PDSS1	RCOR3
PDSS1	RETREG3
PDSS1	RFC2
PDSS1	RFC3
PDSS1	RFC4
PDSS1	RFWD3
PDSS1	RGL2
PDSS1	RNPEPL1
PDSS1	RPA2
PDSS1	RPA3
PDSS1	RRP9
PDSS1	RSRP1
PDSS1	RUVBL1
PDSS1	RUVBL2
PDSS1	RXRA
PDSS1	SAE1
PDSS1	SATB1
PDSS1	SEC31B
PDSS1	SECISBP2L
PDSS1	SERINC1
PDSS1	SERINC3
PDSS1	SHQ1
PDSS1	SIDT2
PDSS1	SLC25A13
PDSS1	SLC25A17
PDSS1	SLIRP
PDSS1	SMC1A
PDSS1	SMIM14
PDSS1	SNRPB
PDSS1	SNRPD1
PDSS1	SNRPF
PDSS1	SOS2
PDSS1	SPAG5
PDSS1	SPATA20
PDSS1	SPC25
PDSS1	SPDL1
PDSS1	SPSB3
PDSS1	SRPK1
PDSS1	SRRT
PDSS1	SRSF2
PDSS1	SRSF3
PDSS1	SRSF7
PDSS1	STIL
PDSS1	STIP1
PDSS1	SUV39H1
PDSS1	SUV39H2
PDSS1	TACC1
PDSS1	TAF5
PDSS1	TBC1D5
PDSS1	TBRG4
PDSS1	TCEA2
PDSS1	TCP1
PDSS1	TDG
PDSS1	TDP1
PDSS1	TFDP1
PDSS1	TFRC
PDSS1	THBS3
PDSS1	THOP1
PDSS1	TIMELESS
PDSS1	TIMM10
PDSS1	TIMM17A
PDSS1	TIMM23
PDSS1	TIMM50
PDSS1	TIMP2
PDSS1	TIPIN
PDSS1	TMEM80
PDSS1	TMUB2
PDSS1	TOMM22
PDSS1	TOP2A
PDSS1	TOPBP1
PDSS1	TPX2
PDSS1	TRIM66
PDSS1	TRIM8
PDSS1	TRIP13
PDSS1	TROAP
PDSS1	TSC22D3
PDSS1	TSPYL4
PDSS1	TTF2
PDSS1	TTK
PDSS1	TUBB
PDSS1	TUBG1
PDSS1	TUT7
PDSS1	TXNIP
PDSS1	TYMS
PDSS1	UBAP2L
PDSS1	UBE2C
PDSS1	UBL3
PDSS1	UBXN6
PDSS1	UCHL5
PDSS1	UCK2
PDSS1	ULK1
PDSS1	UMPS
PDSS1	UTP11
PDSS1	UTP14A
PDSS1	UTP20
PDSS1	VAMP4
PDSS1	VDAC1
PDSS1	VPS13B
PDSS1	VPS39
PDSS1	VRK1
PDSS1	WARS2
PDSS1	WDHD1
PDSS1	WDR12
PDSS1	WDR19
PDSS1	WDR4
PDSS1	WDR77
PDSS1	WWC3
PDSS1	XRCC4
PDSS1	XRCC5
PDSS1	YPEL2
PDSS1	YPEL3
PDSS1	YPEL5
PDSS1	YRDC
PDSS1	ZBTB20
PDSS1	ZBTB4
PDSS1	ZC3H6
PDSS1	ZER1
PDSS1	ZNF211
PDSS1	ZNF266
PDSS1	ZNF688
PDSS1	ZNF75D
PDSS1	ZNRD2
PDSS1	ZW10
PDSS1	ZWILCH
PDSS2	ABCD3
PDSS2	ABHD2
PDSS2	ACAT1
PDSS2	AGL
PDSS2	AIFM1
PDSS2	ALDH6A1
PDSS2	ANKRD33B
PDSS2	APOOL
PDSS2	AUH
PDSS2	B4GAT1
PDSS2	BAMBI
PDSS2	BBS4
PDSS2	BTG3
PDSS2	BTN2A1
PDSS2	CAMK2G
PDSS2	CASP4
PDSS2	CDK19
PDSS2	CDKN1A
PDSS2	CDKN2B
PDSS2	CLCF1
PDSS2	COMMD10
PDSS2	COX11
PDSS2	CREB3L2
PDSS2	CREM
PDSS2	CUTC
PDSS2	CWC27
PDSS2	CXCL3
PDSS2	CXCL8
PDSS2	DBI
PDSS2	DCPS
PDSS2	DFFB
PDSS2	DHRS7B
PDSS2	DUSP2
PDSS2	DYNC2LI1
PDSS2	ECHS1
PDSS2	ELP4
PDSS2	EMD
PDSS2	EMP3
PDSS2	ERFE
PDSS2	ETFB
PDSS2	F2R
PDSS2	FHL3
PDSS2	FOSL1
PDSS2	FTH1
PDSS2	FTO
PDSS2	GLCE
PDSS2	GLG1
PDSS2	GNG11
PDSS2	GSTZ1
PDSS2	GTPBP1
PDSS2	HADH
PDSS2	HAT1
PDSS2	HBS1L
PDSS2	HGS
PDSS2	HIBCH
PDSS2	HIST1H2AG
PDSS2	HIST1H3H
PDSS2	HLA-A
PDSS2	HLA-G
PDSS2	HSD17B4
PDSS2	HSDL2
PDSS2	IFIT2
PDSS2	IFIT3
PDSS2	IPO8
PDSS2	ITGB3BP
PDSS2	IVD
PDSS2	JOSD1
PDSS2	KCTD3
PDSS2	KIAA0100
PDSS2	LGMN
PDSS2	LHFPL2
PDSS2	MAFG
PDSS2	MAMLD1
PDSS2	MAP2K4
PDSS2	MAP3K8
PDSS2	MARCKS
PDSS2	MARCKSL1
PDSS2	MCCC1
PDSS2	MIPEP
PDSS2	MMP1
PDSS2	MPHOSPH9
PDSS2	MTHFD1
PDSS2	MYLIP
PDSS2	NFATC3
PDSS2	NFU1
PDSS2	NR3C1
PDSS2	NR4A3
PDSS2	OASL
PDSS2	PBX4
PDSS2	PCCB
PDSS2	PCYOX1
PDSS2	PDGFA
PDSS2	PDIK1L
PDSS2	PJA1
PDSS2	PLAUR
PDSS2	PLPBP
PDSS2	PLXNA3
PDSS2	PPA2
PDSS2	PPP1R15A
PDSS2	PPP1R18
PDSS2	PPP1R7
PDSS2	PRR7
PDSS2	RAP2B
PDSS2	RHEBL1
PDSS2	RP2
PDSS2	RPA3
PDSS2	RPE
PDSS2	RTN4IP1
PDSS2	RXRA
PDSS2	SAT1
PDSS2	SBNO2
PDSS2	SDCBP
PDSS2	SDHB
PDSS2	SERPINB1
PDSS2	SERPINB9
PDSS2	SH2B3
PDSS2	SLC2A6
PDSS2	SLC7A5
PDSS2	SLFN5
PDSS2	SMOX
PDSS2	SOCS1
PDSS2	SOD2
PDSS2	SPHK1
PDSS2	SPRED2
PDSS2	SPSB1
PDSS2	SQSTM1
PDSS2	SRC
PDSS2	STK17A
PDSS2	STX1A
PDSS2	SUCLA2
PDSS2	SUCLG2
PDSS2	SUOX
PDSS2	SYNJ2BP
PDSS2	TEX2
PDSS2	TICAM1
PDSS2	TIMP1
PDSS2	TMED10
PDSS2	TMEM132A
PDSS2	TNFAIP3
PDSS2	TPK1
PDSS2	TRAF1
PDSS2	TSPYL2
PDSS2	TYMP
PDSS2	UBE2B
PDSS2	ULBP2
PDSS2	VPS45
PDSS2	WDR61
PDSS2	XPA
COQ2	ABCE1
COQ2	ACTL6A
COQ2	ADARB1
COQ2	ADPRM
COQ2	AIFM1
COQ2	AKAP13
COQ2	AKAP8L
COQ2	ANKRA2
COQ2	ANKRD10
COQ2	ANKRD12
COQ2	AP5Z1
COQ2	APBA3
COQ2	APEH
COQ2	ARID4A
COQ2	ARRDC3
COQ2	ASH1L
COQ2	ATG14
COQ2	ATIC
COQ2	ATP5MC1
COQ2	AURKB
COQ2	BANF1
COQ2	BARD1
COQ2	BCAS3
COQ2	BCCIP
COQ2	BLM
COQ2	BRCA1
COQ2	BRD1
COQ2	BSDC1
COQ2	BTG1
COQ2	C11orf71
COQ2	C1orf112
COQ2	CACNA2D2
COQ2	CAD
COQ2	CALCOCO1
COQ2	CCDC130
COQ2	CCDC186
COQ2	CCNA2
COQ2	CCNB1
COQ2	CCNL2
COQ2	CCS
COQ2	CCT5
COQ2	CDC123
COQ2	CDC23
COQ2	CDC7
COQ2	CDKN1B
COQ2	CENPE
COQ2	CHD2
COQ2	CHMP1B
COQ2	CIR1
COQ2	CISD1
COQ2	COL7A1
COQ2	COPS3
COQ2	CREBRF
COQ2	CRY2
COQ2	CSAD
COQ2	CSE1L
COQ2	CYP3A5
COQ2	CYTH1
COQ2	DCPS
COQ2	DCTPP1
COQ2	DEPP1
COQ2	DHFR
COQ2	DNA2
COQ2	DNAAF5
COQ2	DNAJB9
COQ2	DNAJC9
COQ2	DTYMK
COQ2	DUSP10
COQ2	DUSP8
COQ2	EDN1
COQ2	ELAVL1
COQ2	EMG1
COQ2	ENOPH1
COQ2	ENTPD4
COQ2	EXOSC8
COQ2	EXOSC9
COQ2	EZH1
COQ2	FAM102A
COQ2	FAM117A
COQ2	FAM136A
COQ2	FANCI
COQ2	FH
COQ2	FXN
COQ2	GABARAPL1
COQ2	GEMIN6
COQ2	GGCT
COQ2	GOLGA8A
COQ2	GSDMB
COQ2	GTF3A
COQ2	GUF1
COQ2	HAT1
COQ2	HECA
COQ2	HIBCH
COQ2	HIVEP2
COQ2	HLA-E
COQ2	HNRNPAB
COQ2	HNRNPR
COQ2	HPF1
COQ2	HPRT1
COQ2	IL3RA
COQ2	ITGB3BP
COQ2	JUN
COQ2	KDM7A
COQ2	KIAA0355
COQ2	KIF11
COQ2	KIF20B
COQ2	KIF22
COQ2	KLC1
COQ2	KLF9
COQ2	KLHL28
COQ2	LBH
COQ2	LCOR
COQ2	LSM3
COQ2	MAP1LC3B
COQ2	MAPK8IP3
COQ2	MCM3
COQ2	MED20
COQ2	MKNK2
COQ2	MOAP1
COQ2	MRPL11
COQ2	MRPL15
COQ2	MRPL17
COQ2	MRPL19
COQ2	MRPL3
COQ2	MRPL39
COQ2	MRPL58
COQ2	MRPS15
COQ2	MTERF3
COQ2	MTHFD1
COQ2	MXD4
COQ2	MYL5
COQ2	MYLIP
COQ2	MZF1
COQ2	N4BP2L2
COQ2	NARS2
COQ2	NCAPD2
COQ2	NCAPG2
COQ2	NDC1
COQ2	NFAT5
COQ2	NME3
COQ2	NR1D1
COQ2	NUDT15
COQ2	NUP107
COQ2	NUP205
COQ2	NUP37
COQ2	NUP85
COQ2	OFD1
COQ2	OPTN
COQ2	OVGP1
COQ2	PAK1IP1
COQ2	PARP1
COQ2	PARPBP
COQ2	PBXIP1
COQ2	PCCB
COQ2	PDCD4
COQ2	PFAS
COQ2	PHF1
COQ2	PHF21A
COQ2	PIK3IP1
COQ2	PJA2
COQ2	PLD3
COQ2	PNRC1
COQ2	POLA1
COQ2	POLD2
COQ2	POLD3
COQ2	POLE2
COQ2	POLR3K
COQ2	POP7
COQ2	PPARA
COQ2	PPIH
COQ2	PPP1R15A
COQ2	PPP3CC
COQ2	PRKDC
COQ2	PRMT3
COQ2	PSMA7
COQ2	PSME3
COQ2	R3HDM1
COQ2	RAD51AP1
COQ2	RBBP8
COQ2	REL
COQ2	RFC2
COQ2	RFC3
COQ2	RFC5
COQ2	RMI1
COQ2	RPA3
COQ2	RPP40
COQ2	RPS6KA5
COQ2	RRM1
COQ2	RUVBL1
COQ2	SAE1
COQ2	SAT1
COQ2	SCAPER
COQ2	SDHAF3
COQ2	SECISBP2L
COQ2	SEH1L
COQ2	SELENOM
COQ2	SEPHS1
COQ2	SERBP1
COQ2	SERINC1
COQ2	SERPINI1
COQ2	SERTAD2
COQ2	SF3B3
COQ2	SHQ1
COQ2	SKP2
COQ2	SLC22A17
COQ2	SLC25A15
COQ2	SMC1A
COQ2	SMC2
COQ2	SMC4
COQ2	SNRNP25
COQ2	SNRPD1
COQ2	SNRPF
COQ2	SPC25
COQ2	SPSB3
COQ2	SRSF2
COQ2	SSRP1
COQ2	TIMELESS
COQ2	TIMM10
COQ2	TIPARP
COQ2	TIPIN
COQ2	TMPO
COQ2	TNFRSF25
COQ2	TOPBP1
COQ2	TOR3A
COQ2	TPX2
COQ2	TRIM23
COQ2	TSC22D2
COQ2	TSC22D3
COQ2	TSPYL2
COQ2	TTF2
COQ2	UMPS
COQ2	UNG
COQ2	UQCC2
COQ2	UQCRQ
COQ2	UTP11
COQ2	VBP1
COQ2	WBP2
COQ2	WDR12
COQ2	WDR3
COQ2	YPEL5
COQ2	ZBTB10
COQ2	ZC3H12A
COQ2	ZMPSTE24
COQ2	ZMYM5
COQ2	ZNF277
COQ2	ZSWIM8
COQ2	ZWINT
COQ4	ATP5F1D
COQ4	ATP5ME
COQ4	BCS1L
COQ4	C8orf82
COQ4	CCS
COQ4	CHID1
COQ4	DCXR
COQ4	DSE
COQ4	ECSIT
COQ4	EDF1
COQ4	EIF3K
COQ4	ELOF1
COQ4	ELP5
COQ4	GATD1
COQ4	MFSD3
COQ4	MON1A
COQ4	MRPL40
COQ4	MRPL54
COQ4	MRPL55
COQ4	MRPS26
COQ4	MRPS34
COQ4	NDUFA2
COQ4	NDUFA3
COQ4	NDUFB10
COQ4	NDUFB11
COQ4	NDUFS3
COQ4	NDUFS8
COQ4	PMVK
COQ4	POLR2I
COQ4	PPAN
COQ4	PQBP1
COQ4	RAB8B
COQ4	SLC6A8
COQ4	SPACA9
COQ4	SUCLG1
COQ4	SURF1
COQ4	THAP7
COQ4	TLE2
COQ4	TXN2
COQ5	AAAS
COQ5	ABHD17A
COQ5	ABI1
COQ5	ACTN1
COQ5	ADORA2B
COQ5	AMD1
COQ5	ANKRD11
COQ5	ANTXR2
COQ5	ARAF
COQ5	ARID3B
COQ5	ARMC7
COQ5	ASAP1
COQ5	ATIC
COQ5	ATP11B
COQ5	ATP5MC2
COQ5	AUH
COQ5	BID
COQ5	BIRC2
COQ5	BLZF1
COQ5	C7orf25
COQ5	CACTIN
COQ5	CASP4
COQ5	CBX5
COQ5	CD47
COQ5	CGRRF1
COQ5	CHCHD4
COQ5	CHCHD5
COQ5	CHIC2
COQ5	CHPF2
COQ5	CMPK2
COQ5	CNST
COQ5	COX7C
COQ5	CPEB2
COQ5	CPSF3
COQ5	CREBRF
COQ5	CSTF1
COQ5	CYB5R4
COQ5	CYREN
COQ5	DCP1B
COQ5	DFFA
COQ5	DGKD
COQ5	DHRS4L2
COQ5	DNAJA3
COQ5	DNAJB6
COQ5	DNM3
COQ5	DPY30
COQ5	DUSP28
COQ5	DYNLT3
COQ5	ECI1
COQ5	EHD1
COQ5	EIF4G2
COQ5	ELF1
COQ5	ERLIN2
COQ5	EXOC4
COQ5	FASTKD5
COQ5	FBRS
COQ5	FBRSL1
COQ5	FERMT3
COQ5	FGFR1OP2
COQ5	FKBP3
COQ5	GALK2
COQ5	GNA13
COQ5	GSTCD
COQ5	GTPBP1
COQ5	HGS
COQ5	HIBADH
COQ5	HIST1H3A
COQ5	HLA-E
COQ5	HNRNPUL2
COQ5	IDS
COQ5	IFI44
COQ5	IFT140
COQ5	IKZF5
COQ5	ILK
COQ5	ING5
COQ5	INIP
COQ5	IRAK2
COQ5	IRF7
COQ5	ITGA2
COQ5	ITGB5
COQ5	JOSD1
COQ5	KDELR1
COQ5	KIFC3
COQ5	KNOP1
COQ5	L2HGDH
COQ5	LOX
COQ5	LSMEM1
COQ5	LYSMD3
COQ5	MAP3K5
COQ5	MARCH6
COQ5	MCTP1
COQ5	MECR
COQ5	MFSD14A
COQ5	MICALL2
COQ5	MIER1
COQ5	MIGA2
COQ5	MKS1
COQ5	MLLT11
COQ5	MLXIP
COQ5	MMP1
COQ5	MOB2
COQ5	MOB4
COQ5	MPV17
COQ5	MRM2
COQ5	MRPS27
COQ5	MRPS9
COQ5	MTCH1
COQ5	MTFMT
COQ5	MTURN
COQ5	NAPA
COQ5	NAXE
COQ5	NCK2
COQ5	NDUFB1
COQ5	NDUFB10
COQ5	NFAT5
COQ5	NMNAT1
COQ5	NPPA
COQ5	NT5C
COQ5	NUCKS1
COQ5	NXT2
COQ5	OGFR
COQ5	OXTR
COQ5	PCK2
COQ5	PDK1
COQ5	PDSS2
COQ5	PHF1
COQ5	PHF20L1
COQ5	PIGX
COQ5	PITPNM2
COQ5	PJA2
COQ5	PKP4
COQ5	PLPBP
COQ5	PNMA1
COQ5	PPA2
COQ5	PPP1CB
COQ5	PPP1R12C
COQ5	PPP2R2D
COQ5	PRKCQ
COQ5	PSD3
COQ5	PTOV1
COQ5	QKI
COQ5	R3HDM4
COQ5	RAB8B
COQ5	RASA3
COQ5	REXO1
COQ5	RHOF
COQ5	RIOK3
COQ5	RNF103
COQ5	RNF11
COQ5	RNF126
COQ5	RO60
COQ5	RPUSD3
COQ5	SEMA4D
COQ5	SENP5
COQ5	SETDB1
COQ5	SGSM3
COQ5	SH2B3
COQ5	SH3GL1
COQ5	SKP1
COQ5	SLAIN2
COQ5	SLC39A11
COQ5	SMIM27
COQ5	SMPD1
COQ5	SNPH
COQ5	SOD2
COQ5	SPOCD1
